Symbol	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	comparison	dea
hsa-miR-181b-2-3p	0.5776084639229764	0.05752658601831284	1.09769034182764	-1.5083072843188063	2.187455490258997	0.029645459231654795	0.08905362663970944	-3.62897801144254	CD vs HC	non-de
hsa-miR-18a-5p	-0.5771488204902884	-0.9285622360320508	-0.22573540494852595	3.8162121696899174	-3.2347958175678957	0.0013831777430924764	0.008329135539926433	-1.426765381562971	CD vs HC	non-de
hsa-miR-126-5p	-0.5769961857384978	-0.9170264800587744	-0.2369658914182211	8.837198324187309	-3.3422022591782405	9.597964095740991e-4	0.006484478181756718	-1.218139809551115	CD vs HC	non-de
hsa-miR-582-3p	0.573836512406827	0.18886591119840146	0.9588071136152525	2.1717862062368662	2.9358780407311054	0.0036392014653036635	0.017085742472696862	-2.181503311008032	CD vs HC	non-de
hsa-miR-29c-5p	0.5733027062690668	0.3061794149496428	0.8404259975884907	2.7247585210612497	4.227169206448076	3.3315404067362844e-5	3.355769791512548e-4	2.0442542714738137	CD vs HC	non-de
hsa-miR-20b-5p	-0.5681492044986389	-0.8311760690947658	-0.3051223399025121	3.8564173072106938	-4.2544134453095666	2.975179409746649e-5	3.052313690740081e-4	2.102032078064072	CD vs HC	non-de
hsa-miR-584-3p	0.5651778078596956	0.15861790269762177	0.9717377130217695	0.03245033227128791	2.7380284205581567	0.006629846630553982	0.02761605288215719	-2.5022283893928736	CD vs HC	non-de
hsa-miR-219b-5p	0.5630607120834372	0.06783807671283865	1.0582833474540358	-1.5623845185494754	2.239402382018061	0.026018676950009985	0.08218257184654926	-3.5254244275913402	CD vs HC	non-de
hsa-miR-574-5p	0.5600678844835885	-1.9535746926202524e-4	1.1203311264364388	-1.0576841486513915	1.9689103301733857	0.05007931985345321	0.13467933591656833	-4.06612701207207	CD vs HC	non-de
hsa-miR-199a-3p	-0.5562035146620445	-0.9339114966148642	-0.1784955327092249	1.6317437006754365	-2.9003804140296228	0.004062365113502489	0.018599589032069246	-2.218330409313054	CD vs HC	non-de
hsa-miR-199b-5p	0.5529946843000362	0.17206330127010155	0.9339260673299707	3.1460767068343762	2.859246516837665	0.0046086286403196515	0.02047899595854886	-2.46420090129031	CD vs HC	non-de
hsa-miR-1255b-5p	0.5528010272208762	0.1899378000421461	0.9156642543996063	0.24130617972521556	3.0005666656418875	0.0029702114408995516	0.014561921577507537	-1.8330508951863127	CD vs HC	non-de
hsa-miR-199b-3p	-0.5472974264429156	-0.9254017974368927	-0.16919305544893842	1.6275470984546065	-2.850946749593518	0.004726654123869842	0.020782272893840416	-2.350319693696985	CD vs HC	non-de
hsa-miR-491-5p	0.5447026136597999	0.054601955839494454	1.0348032714801052	-1.93911064740246	2.189029283319835	0.02952946647576477	0.08905362663970944	-3.6132975584147276	CD vs HC	non-de
hsa-miR-6842-3p	0.5446333448136853	0.3073638291890942	0.7819028604382764	2.7115209841974726	4.521053862314667	9.546210021258414e-6	1.259190559946943e-4	3.204133816225607	CD vs HC	non-de
hsa-miR-3127-5p	0.5432028003490947	0.05848059183420595	1.0279250088639835	-1.5635859375733419	2.2072243544688175	0.02821670256658002	0.08732990626751581	-3.589748265652799	CD vs HC	non-de
hsa-miR-3912-3p	-0.5385739342349639	-0.9979797190228394	-0.07916814944708839	-0.02927446252681341	-2.309012419099625	0.021767361598920613	0.07174722817858079	-3.4814575088941044	CD vs HC	non-de
hsa-miR-6737-3p	-0.5320282525201565	-1.0078501701506528	-0.05620633488966015	0.05282296581089582	-2.202255230138208	0.028570102071980005	0.08744661076175095	-3.711090115357051	CD vs HC	non-de
hsa-miR-548k	-0.530906954736516	-0.923278455565558	-0.13853545390747385	1.9066772079006038	-2.6650070141093734	0.008205126676073688	0.03392268789958823	-2.862270560719419	CD vs HC	non-de
hsa-miR-6764-3p	0.5275685271779196	0.06821998671788915	0.98691706763795	-1.4414036431323811	2.2621111270885006	0.024558544710862322	0.07910135912684725	-3.4836822820783415	CD vs HC	non-de
hsa-miR-320d	0.5247783914409632	0.04875728064492291	1.0007995022370033	-0.7117781742680159	2.171336476199341	0.030856345897139554	0.09190546036029738	-3.7086827693374422	CD vs HC	non-de
hsa-miR-4685-3p	-0.5234312431069919	-0.7738853785277937	-0.27297710768619005	3.3982520920131067	-4.1163171856582075	5.248305030951742e-5	5.100984187977657e-4	1.5932534048596114	CD vs HC	non-de
hsa-miR-3677-3p	0.5211590579522019	-0.04325850196024117	1.0855766178646449	-1.003169765136533	1.8186418096291053	0.07017490879823714	0.1740303969419466	-4.324992424416981	CD vs HC	non-de
hsa-miR-145-3p	0.5205156639832256	-0.028899959132741904	1.069931287099193	-0.15633349798496968	1.865993798704935	0.0632253190140724	0.15993984809952563	-4.322952717540138	CD vs HC	non-de
hsa-miR-664a-3p	-0.5197721499010424	-0.73323635861885506	-0.3063079411832297	3.987894587351401	-4.7958471755536936	2.799771758245589e-6	5.003463077638891e-5	4.3076870939368375	CD vs HC	non-de
hsa-miR-301a-3p	-0.5190696465075302	-0.8146593826601836	-0.22347991035487685	4.612881693176105	-3.4587062701054228	6.38928429104374e-4	0.004596965580828873	-0.7564024516768884	CD vs HC	non-de
hsa-miR-221-3p	0.5185046794547876	0.20638994627554952	0.8306194126340257	5.437939512282964	3.2720189333426783	0.0012199431642704636	0.007768373712710768	-1.3716432835096848	CD vs HC	non-de
hsa-let-7c-5p	-0.5165968687339386	-0.8408549624004187	-0.19233877506745856	1.2540080628313033	-3.137894528266632	0.001907897755949214	0.010785462824447598	-1.5215030202425917	CD vs HC	non-de
hsa-miR-495-3p	0.5160122194905568	0.0029445694329434113	1.0290798695481702	-1.9876856484732435	1.9809009090517289	0.04870960817109328	0.13163474598432037	-3.9955819314630374	CD vs HC	non-de
hsa-miR-423-5p	0.5133943244288073	0.323010121123686	0.7037785277339286	10.819066419985846	5.311259854080208	2.4250150560001306e-7	6.106628822836693e-6	6.522212344550578	CD vs HC	non-de
hsa-miR-193a-5p	0.5084762243674312	0.11241866487831059	0.9045337838565519	0.7365079341767997	2.5286559395741106	0.012072642474960801	0.04608675669405671	-3.0774651276252096	CD vs HC	non-de
hsa-miR-769-5p	0.505939296121571	0.3220570438468709	0.6898215483962711	3.9557331731243575	5.419210181276238	1.419336368783478e-7	4.625366754741451e-6	7.121519527615766	CD vs HC	non-de
hsa-miR-3690	0.50347231980932206	-0.04216446924501749	1.0491091088636617	-1.8461119217060826	1.8173950953626128	0.07036608107400008	0.1740303969419466	-4.280200531268221	CD vs HC	non-de
hsa-miR-188-5p	-0.5030816558089088	-0.8497344518603986	-0.1564288597574191	0.6641522573670595	-2.8583879457437686	0.004620712084510122	0.02047899595854886	-2.2392615612796836	CD vs HC	non-de
hsa-miR-369-5p	0.5030276214072535	-0.024998454083038135	1.0310536968975452	-1.559617769896344	1.876350039476447	0.06178422712623236	0.15773484713333052	-4.194122597205408	CD vs HC	non-de
hsa-miR-106a-5p	-0.5028887266901272	-0.8120831537136985	-0.19369429966655582	3.0055151126285775	-3.2034477157065258	0.0015361315806426952	0.00905337123059631	-1.4729357472128015	CD vs HC	non-de
hsa-miR-6859-3p	-0.49508116643722233	-0.9694191183725631	-0.02074321450188149	-0.6680284060090517	-2.0557293147147817	0.04085797742603049	0.11607856150779945	-3.930275173904506	CD vs HC	non-de
hsa-let-7a-5p	-0.4902994400125422	-0.7063454447964768	-0.2742534352286077	10.587707722213603	-4.469845944668682	1.1924345784551421e-5	1.4680194588092196e-4	2.828200159082284	CD vs HC	non-de
hsa-miR-345-5p	0.4879709603604985	0.3077042599689811	0.6682376607520158	6.912948275774428	5.331579207212591	2.1937600599760304e-7	5.78734796774629e-6	6.672529241293136	CD vs HC	non-de
hsa-miR-151a-3p	0.47893110917058834	0.26409496292236495	0.6937672554188117	9.667055457951479	4.390794302016125	1.6745531238680277e-5	1.893270266577321e-4	2.5272896029206287	CD vs HC	non-de
hsa-miR-335-5p	-0.47736810440010125	-0.6827769141270732	-0.2719592946731293	4.5982178241646485	-4.577324791425515	7.459385389767446e-6	1.0331248764827913e-4	3.3724280130173137	CD vs HC	non-de
hsa-miR-339-3p	0.4761519149536566	0.2627427000151392	0.689561129892174	5.546136058379548	4.394502993678327	1.648261299319153e-5	1.893270266577321e-4	2.6084407070868156	CD vs HC	non-de
hsa-miR-579-5p	0.4722921004462608	0.012528248229634942	0.9320559526628867	-1.4838948633424358	2.0232672706995314	0.04412076239641533	0.12221451183807047	-3.9407614277962257	CD vs HC	non-de
hsa-miR-627-5p	-0.4674955549810933	-0.6949782404967666	-0.24001286946542005	1.9998111192193573	-4.047683410648061	6.921032253456356e-5	6.336668662018554e-4	1.4126647554985023	CD vs HC	non-de
hsa-miR-21-3p	0.46341258468574953	0.22220347292794504	0.704621696443554	4.89347406100722	3.7840033456467315	1.936456456231105e-4	0.001601189368286615	0.3286950304840506	CD vs HC	non-de
hsa-miR-99a-5p	-0.46328382207783525	-0.7693219802242723	-0.15724566393139822	2.292408443910315	-2.981597069328279	0.003153640481651394	0.015325586200305897	-2.0601342039018995	CD vs HC	non-de
hsa-miR-133a-3p	0.463004274076908	-0.14813599910873382	1.0741445472625497	1.1517726491634195	1.4921809583006946	0.13692551090824695	0.28199529012330415	-5.081332379563182	CD vs HC	non-de
hsa-miR-410-3p	0.4621957570071065	-0.09846996107744482	1.0228614750916578	0.9545079306737941	1.6236759199887705	0.1057181513559864	0.23309594763729055	-4.862756780475326	CD vs HC	non-de
hsa-miR-323a-3p	0.46142936383185806	-0.15243849967500656	1.0752972273387227	-1.0910378223740609	1.4804976671116439	0.14001257425240643	0.28622496729089725	-4.8239940441241	CD vs HC	non-de
hsa-miR-374b-5p	-0.46101193384965633	-0.7333399893756658	-0.18868387832364686	3.982075962900312	-3.334242478975538	9.864602686309812e-4	0.006584325166524863	-1.124532736164043	CD vs HC	non-de
hsa-miR-629-3p	0.46083136524322144	0.013984859767487923	0.907677870718955	-0.9212147239919235	2.0312391669720022	0.043299660016326506	0.12054277210575318	-3.9607374638379986	CD vs HC	non-de
hsa-miR-378a-3p	0.4604451604500639	0.2669815241063331	0.6539087967937947	7.423566043145066	4.6876584811653395	4.567874595992718e-6	7.029451461611016e-5	3.7905815139441064	CD vs HC	non-de
hsa-miR-6798-3p	-0.45980800974973823	-0.9385553920629275	0.018939372563451073	-0.7846978325655801	-1.891679326061747	0.05970141352276855	0.15455412659632606	-4.215302133148762	CD vs HC	non-de
hsa-miR-548ae-5p	-0.45749957143736963	-1.0005076377784725	0.08550849490373313	-0.9210872718047654	-1.659440969596072	0.09829376335280846	0.2213607516156743	-4.577113064724016	CD vs HC	non-de
hsa-miR-548o-3p	-0.4526094347699843	-0.6470566039802541	-0.2581622655597144	3.1586080240021537	-4.584578097474467	7.2247101224875536e-6	1.026279335348232e-4	3.4474856940799707	CD vs HC	non-de
