AAAS,0.0,0.22446913740767335,0.0,0.0,0.0029936572685233163,0.009755881897299196,0.0,0.00023213022375991393,0.0,0.010934156856528305
AAK1,0.010176731310863855,0.03250225314336516,0.0,0.014605734145383827,0.09070514601315433,0.007994311373854987,0.02669143643669591,0.0036296305388049148,0.0,0.029332488936036287
AASDH,0.30185556462151936,0.0,0.6277368804859871,0.3303787105962145,0.05099186692447101,0.06480657555271689,0.27015333205627207,0.03264755457089231,0.0,0.0
AASDHPPT,0.26652918074226944,0.0,0.4239871910726977,0.1713249633683016,0.24803454873657388,0.033637321805336004,0.0,0.052194964628967146,0.0009760156048130417,0.006609856692843117
AATF,0.0,0.23713928517443136,0.0,0.0,0.0,0.0,0.0,0.0,0.03972717709676567,0.1924475975209333
AATK,0.0,0.049708256610308504,0.0,0.0,0.0,0.0,0.0,0.0,0.30496195087416955,0.09261173780636203
ABAT,0.023634992662504024,0.013544661842782942,0.001408297934896024,0.0,0.12314205260388902,0.0,0.013404264523662834,0.008014874485480921,0.0,0.19618860701905752
ABCA1,0.0,0.002149350298789866,0.030325010325130006,0.01683242093603947,0.0,0.0006063628240656852,0.06838798245163835,0.004795121590777264,0.0036338063402572263,0.13499385104936318
ABCA2,0.0,0.07540196903046646,0.0,0.0027724532026136366,0.00321921956873948,0.0056002078795090015,0.02981753150250281,0.0,0.0047158183502087735,0.04060021521118679
ABCA3,0.0,0.02057251322740534,0.0,0.0,0.0003885345516613146,0.0038055980931805105,0.0,0.00505981156346973,0.0886706054211515,0.0370949419421773
ABCA7,0.0,0.12445137280372942,0.0,0.0,0.0,0.0,0.0,0.0,0.03240328870387551,0.16632039634308937
ABCB1,0.09124625683008701,0.041071662142298467,0.0,0.019679724666059974,0.1255502815822619,0.03703354943798917,0.08303749777107028,0.0,0.0,0.0
ABCB10,0.35583320685237557,0.0,0.6158408983453808,0.28466347235493794,0.0962550425924905,0.10360202335211839,0.05668584299151185,0.059593370692760446,0.00042869765175545583,0.0
ABCB9,0.0,0.02058632440017102,0.0,0.024009624796587616,0.01094533612825879,0.0029964472784138356,0.028114547481803927,0.012790430052215947,0.0041393165722835735,0.035951884504433755
ABCC4,0.058113175298949576,0.0,0.06473344585754018,0.09208500945070511,0.0854921581473575,0.010800718145950067,0.08368462702922452,0.03810676429426943,0.008313579793717408,0.04721276976740635
ABCC5,0.003538678708405535,0.016097385476525384,0.003133685240986042,0.0,0.02218725344961965,0.0012179643689292736,0.0,0.0072055885614303195,0.01006870006870573,0.16868070885071745
ABCC6P2,0.0,0.03864482042950344,0.0,0.0,0.0,0.0001346455711087627,0.004907946875696397,0.0,0.2456488126535385,0.008122100816764524
ABCD1,0.0,0.1506231710937815,0.0,0.0,0.0,0.0,0.0,0.0,0.013068900244027359,0.18487170464875927
ABCE1,0.2803844541888602,0.0,0.5990931533805646,0.3269342440658275,0.02085064815488636,0.1211403082116477,0.40286922374678336,0.0,0.0,0.0
ABCF2,0.0,0.23368828301401542,0.0,0.0,0.025165867010739,0.0024162061713936065,0.0,0.0,0.0,0.03742578642661345
ABCF3,0.0,0.2727061960178304,0.0,0.002478104356719632,0.004474809752107137,0.0012248418147963404,0.0,0.0,0.0,0.04806106700388695
ABCG1,0.0,0.016648088950429712,0.0,0.011390144729001156,0.024982655888510074,0.0,0.0,0.00032793890447247885,0.00991939137687223,0.29014359582029425
ABHD12,0.0,0.25642622828751177,0.0,0.0,0.0,0.0,0.0,0.0,0.08397696727014209,0.039456079610991894
ABHD14A,0.0,0.26706220119167046,0.0,0.0,0.0,0.02659314316252386,0.022610874830806458,0.0,0.03018808081834999,0.0
ABHD14B,0.0,0.2977716288207845,0.0,0.0,0.0,0.015412201982599062,0.009260363224548608,0.0,0.018875977054466322,0.0
ABHD15,0.02163222056525339,0.008538992874209065,0.027140383114325706,0.11681465327705404,0.1529345314805601,0.024744125208531385,0.06491514805250251,0.11286068656170159,0.00012318116244915792,0.004145664389719555
ABHD17A,0.0,0.23831429205878585,0.0,0.0,0.0,0.017982546467429545,0.027120087590683524,0.0,0.01402535720401965,0.0
ABHD17B,0.0,0.001206570422446581,0.0258569455821198,0.07828688941929103,0.0,0.02593474385133019,0.1099952348056401,0.24566711768985253,0.0011959717990592327,0.012615816122622633
ABHD17C,0.18854426258097315,0.00011258009157122269,0.34643433275694907,0.20798085361511892,0.1472064538167244,0.029255482299113556,0.08318335941863146,0.08411374966248222,0.00034792712265747786,0.004878738779692082
ABHD18,0.0,0.012659346571161014,0.03370782054340288,0.14707642716264394,0.09788544468947456,0.03253056550369442,0.06874982692454235,0.02968909709853045,0.0,0.031135693824257727
ABHD2,0.0,0.03236910591011043,0.0,0.0,0.0,0.0,0.0,0.0,0.16882400944700587,0.2999641985212486
